number_generations: 2500
number_validation_runs: 100
number_rounds: 20
maximum_env_seed: 100000
environment
	type: CollectPoints
	maze_columns: 5
	maze_rows: 5
	maze_cell_size: 80
	agent_radius: 12
	point_radius: 8
	agent_movement_range: 10.0
	use_sensors: true
	reward_per_collected_positive_point: 500.0
	reward_per_collected_negative_point: -700.0
	number_time_steps: 1000
brain
	type: CTRNN
	delta_t: 0.05
	number_neurons: 50
	differential_equation: separated
	clipping_range_min: -1.0
	clipping_range_max: 1.0
	set_principle_diagonal_elements_of_W_negative: true
	alpha: 0.0
optimizer
	type: CMA-ES-Deap
	population_size: 112
	sigma: 1.0

Genome Size: 112
Free Parameters: 3100
Inputs: 10
Outputs: 2

------------------------------------------------------------------------------------------
gen     min           mean          max           best          elapsed time (s)
600     -40.0f0       368.70535f0   960.0f0       726.0f0       1 second941 milliseconds
601     -75.0f0       374.1518f0    1025.0f0      726.0f0       1 second970 milliseconds
602     -85.0f0       391.83035f0   855.0f0       726.0f0       1 second969 milliseconds
603     -35.0f0       359.10715f0   890.0f0       726.0f0       1 second948 milliseconds
604     -200.0f0      393.92856f0   855.0f0       726.0f0       1 second971 milliseconds
605     -160.0f0      384.01785f0   1045.0f0      726.0f0       1 second958 milliseconds
606     25.0f0        386.29465f0   855.0f0       726.0f0       1 second963 milliseconds
607     -190.0f0      348.75f0      850.0f0       726.0f0       1 second945 milliseconds
608     -145.0f0      372.5f0       980.0f0       726.0f0       1 second964 milliseconds
609     -200.0f0      384.64285f0   920.0f0       726.0f0       1 second964 milliseconds
610     -165.0f0      348.0357f0    880.0f0       726.0f0       1 second957 milliseconds
611     -25.0f0       381.0268f0    935.0f0       726.0f0       1 second947 milliseconds
612     -250.0f0      375.26785f0   795.0f0       726.0f0       1 second942 milliseconds
613     -220.0f0      401.91965f0   980.0f0       726.0f0       1 second963 milliseconds
614     -105.0f0      342.5893f0    1275.0f0      726.0f0       1 second949 milliseconds
615     -95.0f0       382.54465f0   830.0f0       726.0f0       1 second954 milliseconds
616     -85.0f0       346.0268f0    970.0f0       726.0f0       1 second971 milliseconds
617     -170.0f0      375.44644f0   865.0f0       726.0f0       1 second955 milliseconds
618     -145.0f0      369.1518f0    930.0f0       726.0f0       1 second941 milliseconds
619     -15.0f0       369.50894f0   835.0f0       726.0f0       1 second956 milliseconds
620     -130.0f0      365.89285f0   765.0f0       726.0f0       1 second959 milliseconds
621     -215.0f0      333.16965f0   1050.0f0      726.0f0       1 second967 milliseconds
622     -55.0f0       408.6607f0    925.0f0       726.0f0       1 second950 milliseconds
623     15.0f0        387.05356f0   950.0f0       726.0f0       1 second955 milliseconds
624     -65.0f0       371.11606f0   875.0f0       726.0f0       1 second974 milliseconds
625     -140.0f0      400.8482f0    955.0f0       726.0f0       1 second978 milliseconds
626     -175.0f0      389.19644f0   895.0f0       726.0f0       1 second955 milliseconds
627     -140.0f0      378.2143f0    1000.0f0      726.0f0       1 second957 milliseconds
628     -85.0f0       404.375f0     815.0f0       726.0f0       1 second968 milliseconds
629     -210.0f0      369.2857f0    1055.0f0      726.0f0       1 second950 milliseconds
630     -70.0f0       424.5982f0    1270.0f0      726.0f0       1 second948 milliseconds
631     -70.0f0       389.9107f0    870.0f0       726.0f0       1 second936 milliseconds
632     65.0f0        374.82144f0   920.0f0       726.0f0       1 second956 milliseconds
633     -135.0f0      384.50894f0   940.0f0       726.0f0       1 second944 milliseconds
634     -15.0f0       406.25f0      900.0f0       726.0f0       1 second955 milliseconds
635     -415.0f0      384.82144f0   880.0f0       726.0f0       1 second974 milliseconds
636     -95.0f0       387.54465f0   815.0f0       726.0f0       1 second966 milliseconds
637     -115.0f0      407.14285f0   910.0f0       726.0f0       1 second946 milliseconds
638     -130.0f0      411.1607f0    1070.0f0      726.0f0       1 second940 milliseconds
639     -40.0f0       402.9018f0    905.0f0       726.0f0       1 second973 milliseconds
640     -130.0f0      387.9018f0    770.0f0       726.0f0       1 second963 milliseconds
641     -205.0f0      399.2857f0    875.0f0       726.0f0       1 second946 milliseconds
642     -55.0f0       386.83035f0   940.0f0       726.0f0       1 second954 milliseconds
643     -10.0f0       410.49106f0   950.0f0       726.0f0       1 second962 milliseconds
644     10.0f0        418.48215f0   935.0f0       726.0f0       1 second952 milliseconds
645     -80.0f0       434.33035f0   1025.0f0      726.0f0       1 second938 milliseconds
646     -185.0f0      390.66965f0   900.0f0       726.0f0       1 second950 milliseconds
647     -50.0f0       395.98215f0   835.0f0       726.0f0       1 second963 milliseconds
648     -165.0f0      377.1875f0    955.0f0       726.0f0       1 second952 milliseconds
649     25.0f0        391.29465f0   875.0f0       726.0f0       1 second945 milliseconds
650     -5.0f0        428.0357f0    1000.0f0      726.0f0       1 second936 milliseconds
651     -10.0f0       402.05356f0   915.0f0       726.0f0       1 second954 milliseconds
652     -225.0f0      402.1875f0    985.0f0       726.0f0       1 second957 milliseconds
653     -210.0f0      396.91965f0   885.0f0       726.0f0       1 second957 milliseconds
654     25.0f0        408.0357f0    1040.0f0      726.0f0       1 second960 milliseconds
655     60.0f0        409.0625f0    885.0f0       726.0f0       1 second953 milliseconds
656     -65.0f0       383.6607f0    795.0f0       726.0f0       1 second942 milliseconds
657     -45.0f0       426.83035f0   895.0f0       726.0f0       1 second936 milliseconds
658     -100.0f0      392.54465f0   930.0f0       726.0f0       1 second976 milliseconds
659     -65.0f0       367.85715f0   885.0f0       726.0f0       1 second969 milliseconds
660     -225.0f0      382.23215f0   1070.0f0      726.0f0       1 second950 milliseconds
661     -190.0f0      398.88394f0   800.0f0       726.0f0       1 second968 milliseconds
662     -65.0f0       380.8482f0    870.0f0       726.0f0       1 second954 milliseconds
663     -70.0f0       382.14285f0   885.0f0       726.0f0       1 second962 milliseconds
664     -90.0f0       383.75f0      920.0f0       726.0f0       1 second940 milliseconds
665     0.0f0         418.57144f0   1020.0f0      726.0f0       1 second955 milliseconds
666     -160.0f0      385.04465f0   960.0f0       726.0f0       1 second957 milliseconds
667     -210.0f0      404.95535f0   920.0f0       726.0f0       1 second960 milliseconds
668     -255.0f0      381.5625f0    790.0f0       726.0f0       1 second955 milliseconds
669     -5.0f0        369.5982f0    940.0f0       726.0f0       1 second965 milliseconds
670     -55.0f0       352.14285f0   810.0f0       726.0f0       1 second971 milliseconds
671     -260.0f0      348.30356f0   825.0f0       726.0f0       1 second943 milliseconds
672     -65.0f0       366.7857f0    845.0f0       726.0f0       1 second957 milliseconds
673     -10.0f0       375.35715f0   855.0f0       726.0f0       1 second959 milliseconds
674     -255.0f0      376.42856f0   920.0f0       726.0f0       1 second960 milliseconds
675     -45.0f0       402.2768f0    925.0f0       726.0f0       1 second944 milliseconds
676     -35.0f0       375.89285f0   800.0f0       726.0f0       1 second955 milliseconds
677     -110.0f0      393.25894f0   915.0f0       726.0f0       1 second962 milliseconds
678     -70.0f0       371.875f0     775.0f0       726.0f0       1 second948 milliseconds
679     0.0f0         403.08035f0   775.0f0       726.0f0       1 second954 milliseconds
680     -5.0f0        385.89285f0   780.0f0       726.0f0       1 second958 milliseconds
681     -15.0f0       375.0f0       950.0f0       726.0f0       1 second951 milliseconds
682     5.0f0         372.1875f0    905.0f0       726.0f0       1 second959 milliseconds
683     -130.0f0      361.25f0      960.0f0       726.0f0       1 second936 milliseconds
684     15.0f0        394.55356f0   850.0f0       726.0f0       1 second954 milliseconds
685     -240.0f0      376.29465f0   1075.0f0      726.0f0       1 second957 milliseconds
686     10.0f0        439.55356f0   1150.0f0      726.0f0       1 second943 milliseconds
687     -130.0f0      377.99106f0   780.0f0       726.0f0       1 second962 milliseconds
688     -30.0f0       389.86606f0   1030.0f0      726.0f0       1 second957 milliseconds
689     -30.0f0       383.61606f0   940.0f0       726.0f0       1 second965 milliseconds
690     -40.0f0       382.23215f0   915.0f0       726.0f0       1 second938 milliseconds
691     -35.0f0       387.85715f0   790.0f0       726.0f0       1 second964 milliseconds
692     -20.0f0       437.76785f0   1045.0f0      726.0f0       1 second966 milliseconds
693     -110.0f0      410.0f0       970.0f0       726.0f0       1 second950 milliseconds
694     -30.0f0       419.6875f0    860.0f0       726.0f0       1 second955 milliseconds
695     -70.0f0       419.41965f0   1010.0f0      726.0f0       1 second954 milliseconds
696     -110.0f0      418.2143f0    1020.0f0      726.0f0       1 second950 milliseconds
697     20.0f0        409.73215f0   970.0f0       726.0f0       1 second960 milliseconds
698     -115.0f0      357.94644f0   790.0f0       726.0f0       1 second962 milliseconds
699     -20.0f0       405.66965f0   945.0f0       726.0f0       1 second958 milliseconds
700     -20.0f0       396.07144f0   995.0f0       726.0f0       1 second961 milliseconds
701     -135.0f0      428.70535f0   975.0f0       726.0f0       1 second948 milliseconds
702     40.0f0        386.11606f0   925.0f0       726.0f0       1 second931 milliseconds
703     -170.0f0      409.9107f0    995.0f0       726.0f0       1 second955 milliseconds
704     40.0f0        439.41965f0   920.0f0       726.0f0       1 second944 milliseconds
705     -135.0f0      415.7143f0    900.0f0       726.0f0       1 second979 milliseconds
706     -95.0f0       422.14285f0   905.0f0       726.0f0       1 second969 milliseconds
707     -90.0f0       415.49106f0   1105.0f0      726.0f0       1 second951 milliseconds
708     -65.0f0       433.48215f0   970.0f0       726.0f0       1 second939 milliseconds
709     -60.0f0       394.10715f0   975.0f0       726.0f0       1 second938 milliseconds
710     -130.0f0      410.58035f0   915.0f0       726.0f0       1 second965 milliseconds
711     -120.0f0      423.70535f0   865.0f0       726.0f0       1 second959 milliseconds
712     -65.0f0       435.3125f0    1200.0f0      726.0f0       1 second943 milliseconds
713     -95.0f0       403.2143f0    840.0f0       726.0f0       1 second971 milliseconds
714     -70.0f0       396.3393f0    895.0f0       726.0f0       1 second967 milliseconds
715     0.0f0         398.30356f0   870.0f0       726.0f0       1 second984 milliseconds
716     -25.0f0       371.74106f0   1120.0f0      726.0f0       1 second961 milliseconds
717     -25.0f0       391.9643f0    840.0f0       726.0f0       1 second953 milliseconds
718     -75.0f0       382.45535f0   1105.0f0      726.0f0       1 second962 milliseconds
719     -85.0f0       407.23215f0   905.0f0       726.0f0       1 second951 milliseconds
720     -20.0f0       419.10715f0   865.0f0       726.0f0       1 second962 milliseconds
721     -95.0f0       411.7857f0    890.0f0       726.0f0       1 second959 milliseconds
722     -60.0f0       408.92856f0   910.0f0       726.0f0       1 second958 milliseconds
723     -30.0f0       414.6875f0    1015.0f0      726.0f0       1 second943 milliseconds
724     75.0f0        397.67856f0   935.0f0       726.0f0       1 second959 milliseconds
725     -55.0f0       412.45535f0   1015.0f0      726.0f0       1 second960 milliseconds
726     -115.0f0      387.67856f0   845.0f0       726.0f0       1 second950 milliseconds
727     -30.0f0       407.63394f0   910.0f0       726.0f0       1 second958 milliseconds
728     -10.0f0       408.75f0      860.0f0       726.0f0       1 second970 milliseconds
729     -5.0f0        403.30356f0   1010.0f0      726.0f0       1 second981 milliseconds
730     -20.0f0       414.10715f0   900.0f0       726.0f0       1 second960 milliseconds
731     -5.0f0        410.7143f0    1010.0f0      726.0f0       1 second962 milliseconds
732     40.0f0        417.54465f0   1090.0f0      726.0f0       1 second967 milliseconds
733     -55.0f0       367.5893f0    885.0f0       726.0f0       1 second950 milliseconds
734     -85.0f0       388.88394f0   935.0f0       726.0f0       1 second956 milliseconds
735     -25.0f0       399.9107f0    860.0f0       726.0f0       1 second966 milliseconds
736     -200.0f0      384.95535f0   955.0f0       726.0f0       1 second955 milliseconds
737     -40.0f0       385.8482f0    790.0f0       726.0f0       1 second945 milliseconds
738     -215.0f0      389.19644f0   845.0f0       726.0f0       1 second969 milliseconds
739     -60.0f0       415.58035f0   1090.0f0      726.0f0       1 second975 milliseconds
740     -35.0f0       411.38394f0   860.0f0       726.0f0       1 second952 milliseconds
741     -100.0f0      354.0625f0    755.0f0       726.0f0       1 second959 milliseconds
742     -190.0f0      349.2857f0    880.0f0       726.0f0       1 second960 milliseconds
743     -135.0f0      381.20535f0   870.0f0       726.0f0       1 second954 milliseconds
744     -85.0f0       393.25894f0   880.0f0       726.0f0       1 second951 milliseconds
745     20.0f0        389.5982f0    930.0f0       726.0f0       1 second955 milliseconds
746     15.0f0        390.75894f0   785.0f0       726.0f0       1 second969 milliseconds
747     -215.0f0      360.7143f0    950.0f0       726.0f0       1 second955 milliseconds
748     -105.0f0      390.75894f0   920.0f0       726.0f0       1 second956 milliseconds
749     -55.0f0       346.20535f0   715.0f0       726.0f0       1 second961 milliseconds
750     -175.0f0      389.01785f0   910.0f0       726.0f0       1 second957 milliseconds
751     -205.0f0      358.6607f0    1170.0f0      726.0f0       1 second952 milliseconds
752     -55.0f0       426.9643f0    1045.0f0      726.0f0       1 second958 milliseconds
753     -35.0f0       415.17856f0   980.0f0       726.0f0       1 second959 milliseconds
754     -230.0f0      385.0f0       875.0f0       726.0f0       1 second967 milliseconds
755     -70.0f0       391.60715f0   890.0f0       726.0f0       1 second960 milliseconds
756     -30.0f0       414.33035f0   1025.0f0      726.0f0       1 second950 milliseconds
757     -140.0f0      388.2143f0    985.0f0       726.0f0       1 second975 milliseconds
758     -240.0f0      375.5357f0    840.0f0       726.0f0       1 second949 milliseconds
759     -75.0f0       395.0f0       975.0f0       726.0f0       1 second964 milliseconds
760     -215.0f0      384.95535f0   835.0f0       726.0f0       1 second966 milliseconds
761     15.0f0        388.57144f0   1125.0f0      726.0f0       1 second955 milliseconds
762     -40.0f0       394.55356f0   815.0f0       726.0f0       1 second978 milliseconds
763     -15.0f0       382.5893f0    945.0f0       726.0f0       1 second966 milliseconds
764     -15.0f0       419.6875f0    895.0f0       726.0f0       1 second971 milliseconds
765     -30.0f0       383.2143f0    1010.0f0      726.0f0       1 second951 milliseconds
766     -115.0f0      387.99106f0   885.0f0       726.0f0       1 second965 milliseconds
767     -70.0f0       423.39285f0   1020.0f0      726.0f0       1 second963 milliseconds
768     -45.0f0       415.44644f0   1040.0f0      726.0f0       1 second953 milliseconds
769     -210.0f0      367.00894f0   895.0f0       726.0f0       1 second954 milliseconds
770     -150.0f0      357.23215f0   830.0f0       726.0f0       1 second957 milliseconds
771     -130.0f0      391.3393f0    880.0f0       726.0f0       1 second958 milliseconds
772     0.0f0         383.6607f0    895.0f0       726.0f0       1 second946 milliseconds
773     -80.0f0       413.92856f0   860.0f0       726.0f0       1 second958 milliseconds
774     -260.0f0      414.10715f0   870.0f0       726.0f0       1 second996 milliseconds
775     -270.0f0      380.3125f0    855.0f0       726.0f0       1 second973 milliseconds
776     40.0f0        388.39285f0   925.0f0       726.0f0       1 second964 milliseconds
777     -55.0f0       399.6875f0    910.0f0       726.0f0       1 second960 milliseconds
778     -180.0f0      391.83035f0   880.0f0       726.0f0       1 second976 milliseconds
779     -40.0f0       405.0f0       870.0f0       726.0f0       1 second938 milliseconds
780     -110.0f0      402.14285f0   980.0f0       726.0f0       1 second973 milliseconds
781     -200.0f0      358.88394f0   860.0f0       726.0f0       1 second978 milliseconds
782     -25.0f0       381.6518f0    925.0f0       726.0f0       1 second951 milliseconds
783     -130.0f0      401.11606f0   990.0f0       726.0f0       1 second960 milliseconds
784     -140.0f0      380.58035f0   830.0f0       726.0f0       1 second955 milliseconds
785     -80.0f0       403.6607f0    915.0f0       726.0f0       1 second967 milliseconds
786     -65.0f0       378.92856f0   830.0f0       726.0f0       1 second943 milliseconds
787     -80.0f0       356.42856f0   945.0f0       726.0f0       1 second973 milliseconds
788     -75.0f0       378.70535f0   960.0f0       726.0f0       1 second963 milliseconds
789     -45.0f0       377.5f0       885.0f0       726.0f0       1 second959 milliseconds
790     -35.0f0       375.0893f0    860.0f0       726.0f0       1 second969 milliseconds
791     -110.0f0      372.14285f0   960.0f0       726.0f0       1 second962 milliseconds
792     -85.0f0       385.13394f0   815.0f0       726.0f0       1 second960 milliseconds
793     -90.0f0       367.00894f0   905.0f0       726.0f0       1 second945 milliseconds
794     -280.0f0      366.3393f0    1005.0f0      726.0f0       1 second954 milliseconds
795     -35.0f0       358.57144f0   840.0f0       726.0f0       1 second956 milliseconds
796     -80.0f0       403.92856f0   980.0f0       726.0f0       1 second957 milliseconds
797     -80.0f0       384.10715f0   955.0f0       726.0f0       1 second956 milliseconds
798     -155.0f0      360.89285f0   810.0f0       726.0f0       1 second958 milliseconds
799     -80.0f0       380.4018f0    950.0f0       726.0f0       1 second954 milliseconds
800     -185.0f0      375.3125f0    895.0f0       726.0f0       1 second944 milliseconds
801     -260.0f0      395.89285f0   1005.0f0      726.0f0       1 second956 milliseconds
802     -65.0f0       381.1607f0    940.0f0       726.0f0       1 second964 milliseconds
803     -110.0f0      399.33035f0   1045.0f0      726.0f0       1 second949 milliseconds
804     -150.0f0      352.67856f0   765.0f0       726.0f0       1 second960 milliseconds
805     -50.0f0       376.875f0     925.0f0       726.0f0       1 second968 milliseconds
806     -95.0f0       363.5268f0    780.0f0       726.0f0       1 second960 milliseconds
807     -165.0f0      354.9107f0    730.0f0       726.0f0       1 second938 milliseconds
808     -40.0f0       330.17856f0   925.0f0       726.0f0       1 second971 milliseconds
809     -100.0f0      351.9643f0    945.0f0       726.0f0       1 second958 milliseconds
810     -200.0f0      347.76785f0   1225.0f0      726.0f0       1 second964 milliseconds
811     15.0f0        379.55356f0   850.0f0       726.0f0       1 second957 milliseconds
812     -160.0f0      314.4643f0    870.0f0       726.0f0       1 second975 milliseconds
813     -200.0f0      336.20535f0   810.0f0       726.0f0       1 second953 milliseconds
814     -220.0f0      370.80356f0   875.0f0       726.0f0       1 second965 milliseconds
815     -20.0f0       386.0268f0    900.0f0       726.0f0       1 second958 milliseconds
816     -95.0f0       351.38394f0   850.0f0       726.0f0       1 second962 milliseconds
817     -100.0f0      327.85715f0   790.0f0       726.0f0       1 second953 milliseconds
818     -165.0f0      361.74106f0   1035.0f0      726.0f0       1 second953 milliseconds
819     -170.0f0      367.0982f0    985.0f0       726.0f0       1 second952 milliseconds
820     -65.0f0       371.5625f0    870.0f0       726.0f0       1 second965 milliseconds
821     -305.0f0      355.625f0     1090.0f0      726.0f0       1 second956 milliseconds
822     -55.0f0       391.9643f0    895.0f0       726.0f0       1 second970 milliseconds
823     -180.0f0      375.80356f0   1015.0f0      726.0f0       1 second972 milliseconds
824     10.0f0        380.625f0     965.0f0       726.0f0       1 second959 milliseconds
825     10.0f0        385.13394f0   835.0f0       726.0f0       1 second959 milliseconds
826     -170.0f0      370.17856f0   885.0f0       726.0f0       1 second967 milliseconds
827     -60.0f0       348.8393f0    890.0f0       726.0f0       1 second973 milliseconds
828     55.0f0        384.2857f0    875.0f0       726.0f0       1 second942 milliseconds
829     -70.0f0       354.6875f0    910.0f0       726.0f0       1 second983 milliseconds
830     -175.0f0      399.7768f0    905.0f0       726.0f0       1 second970 milliseconds
831     -110.0f0      395.7143f0    850.0f0       726.0f0       1 second969 milliseconds
832     -85.0f0       349.9107f0    805.0f0       726.0f0       1 second962 milliseconds
833     -175.0f0      374.19644f0   980.0f0       726.0f0       1 second951 milliseconds
834     -110.0f0      360.44644f0   965.0f0       726.0f0       1 second953 milliseconds
835     -40.0f0       393.39285f0   945.0f0       726.0f0       1 second948 milliseconds
836     10.0f0        382.94644f0   860.0f0       726.0f0       1 second960 milliseconds
837     -100.0f0      371.11606f0   935.0f0       726.0f0       1 second968 milliseconds
838     -80.0f0       412.36606f0   930.0f0       726.0f0       1 second962 milliseconds
839     55.0f0        397.99106f0   895.0f0       726.0f0       1 second958 milliseconds
840     -115.0f0      383.92856f0   905.0f0       726.0f0       1 second968 milliseconds
841     -85.0f0       393.3482f0    855.0f0       726.0f0       1 second961 milliseconds
842     -20.0f0       385.49106f0   800.0f0       726.0f0       1 second951 milliseconds
843     -125.0f0      352.36606f0   800.0f0       726.0f0       1 second954 milliseconds
844     -55.0f0       368.0357f0    935.0f0       726.0f0       1 second963 milliseconds
845     -50.0f0       352.94644f0   875.0f0       726.0f0       1 second956 milliseconds
846     -260.0f0      361.5625f0    1045.0f0      726.0f0       1 second960 milliseconds
847     -5.0f0        372.85715f0   795.0f0       726.0f0       1 second955 milliseconds
848     -115.0f0      348.48215f0   955.0f0       726.0f0       1 second956 milliseconds
849     -130.0f0      352.5893f0    935.0f0       726.0f0       1 second942 milliseconds
850     -195.0f0      400.2232f0    915.0f0       726.0f0       1 second961 milliseconds
851     -165.0f0      386.20535f0   915.0f0       726.0f0       1 second972 milliseconds
852     -35.0f0       392.2768f0    1005.0f0      726.0f0       1 second954 milliseconds
853     -90.0f0       423.08035f0   920.0f0       726.0f0       1 second962 milliseconds
854     -60.0f0       370.8482f0    845.0f0       726.0f0       1 second974 milliseconds
855     -95.0f0       378.39285f0   890.0f0       726.0f0       1 second963 milliseconds
856     -85.0f0       383.2143f0    1000.0f0      726.0f0       1 second947 milliseconds
857     -135.0f0      387.63394f0   1025.0f0      726.0f0       1 second956 milliseconds
858     -130.0f0      386.38394f0   1155.0f0      726.0f0       1 second978 milliseconds
859     -130.0f0      375.9375f0    910.0f0       726.0f0       1 second953 milliseconds
860     -105.0f0      358.88394f0   930.0f0       726.0f0       1 second980 milliseconds
861     45.0f0        367.67856f0   775.0f0       726.0f0       1 second956 milliseconds
862     -180.0f0      388.48215f0   815.0f0       726.0f0       1 second957 milliseconds
863     -135.0f0      367.2768f0    1015.0f0      726.0f0       1 second938 milliseconds
864     -90.0f0       370.35715f0   735.0f0       726.0f0       1 second963 milliseconds
865     -105.0f0      367.4107f0    925.0f0       726.0f0       1 second970 milliseconds
866     -110.0f0      399.64285f0   920.0f0       726.0f0       1 second951 milliseconds
867     -45.0f0       359.33035f0   860.0f0       726.0f0       1 second963 milliseconds
868     -55.0f0       375.3125f0    940.0f0       726.0f0       1 second957 milliseconds
869     -45.0f0       378.3482f0    1060.0f0      726.0f0       1 second965 milliseconds
870     -30.0f0       368.4375f0    785.0f0       726.0f0       1 second942 milliseconds
871     -15.0f0       374.7768f0    965.0f0       726.0f0       1 second959 milliseconds
872     -55.0f0       371.83035f0   1000.0f0      726.0f0       1 second969 milliseconds
873     -5.0f0        393.16965f0   880.0f0       726.0f0       1 second951 milliseconds
874     35.0f0        374.95535f0   760.0f0       726.0f0       1 second957 milliseconds
875     -175.0f0      344.41965f0   850.0f0       726.0f0       1 second969 milliseconds
876     -80.0f0       356.7857f0    920.0f0       726.0f0       1 second965 milliseconds
877     -150.0f0      363.92856f0   805.0f0       726.0f0       1 second942 milliseconds
878     -65.0f0       357.2768f0    935.0f0       726.0f0       1 second953 milliseconds
879     -150.0f0      360.0893f0    1070.0f0      726.0f0       1 second968 milliseconds
880     -155.0f0      383.08035f0   1085.0f0      726.0f0       1 second966 milliseconds
881     20.0f0        382.23215f0   885.0f0       726.0f0       1 second963 milliseconds
882     -215.0f0      386.69644f0   905.0f0       726.0f0       1 second957 milliseconds
883     -180.0f0      329.95535f0   875.0f0       726.0f0       1 second964 milliseconds
884     -40.0f0       364.41965f0   1030.0f0      726.0f0       1 second951 milliseconds
885     -150.0f0      386.5625f0    860.0f0       726.0f0       1 second956 milliseconds
886     20.0f0        347.23215f0   895.0f0       726.0f0       1 second962 milliseconds
887     -35.0f0       389.19644f0   810.0f0       726.0f0       1 second956 milliseconds
888     -155.0f0      361.69644f0   855.0f0       726.0f0       1 second961 milliseconds
889     -90.0f0       386.4732f0    770.0f0       726.0f0       1 second990 milliseconds
890     10.0f0        365.44644f0   965.0f0       726.0f0       1 second971 milliseconds
891     -90.0f0       371.38394f0   985.0f0       726.0f0       1 second941 milliseconds
892     -75.0f0       374.19644f0   810.0f0       726.0f0       1 second956 milliseconds
893     25.0f0        345.04465f0   905.0f0       726.0f0       1 second969 milliseconds
894     -110.0f0      409.9107f0    1010.0f0      726.0f0       1 second951 milliseconds
895     -30.0f0       398.8393f0    1010.0f0      726.0f0       1 second958 milliseconds
896     -120.0f0      383.57144f0   1125.0f0      726.0f0       1 second957 milliseconds
897     -265.0f0      377.4107f0    960.0f0       726.0f0       1 second969 milliseconds
898     15.0f0        421.1607f0    975.0f0       726.0f0       1 second947 milliseconds
899     -130.0f0      376.29465f0   905.0f0       726.0f0       1 second968 milliseconds
900     -30.0f0       390.7143f0    760.0f0       726.0f0       1 second965 milliseconds
901     -170.0f0      356.7857f0    945.0f0       726.0f0       1 second955 milliseconds
902     10.0f0        399.64285f0   1000.0f0      726.0f0       1 second973 milliseconds
903     -60.0f0       382.36606f0   930.0f0       726.0f0       1 second956 milliseconds
904     35.0f0        393.16965f0   840.0f0       726.0f0       1 second975 milliseconds
905     -55.0f0       381.11606f0   780.0f0       726.0f0       1 second945 milliseconds
906     -95.0f0       395.13394f0   815.0f0       726.0f0       1 second974 milliseconds
907     -125.0f0      402.54465f0   820.0f0       726.0f0       1 second955 milliseconds
908     -20.0f0       389.64285f0   1070.0f0      726.0f0       1 second951 milliseconds
909     -130.0f0      423.8393f0    890.0f0       726.0f0       1 second953 milliseconds
910     -165.0f0      380.8482f0    960.0f0       726.0f0       1 second978 milliseconds
911     -80.0f0       381.38394f0   880.0f0       726.0f0       1 second958 milliseconds
912     -200.0f0      393.08035f0   885.0f0       726.0f0       1 second950 milliseconds
913     -50.0f0       406.875f0     920.0f0       726.0f0       1 second957 milliseconds
914     -20.0f0       404.10715f0   905.0f0       726.0f0       1 second971 milliseconds
915     -35.0f0       430.58035f0   940.0f0       726.0f0       1 second977 milliseconds
916     -65.0f0       408.30356f0   1050.0f0      726.0f0       1 second966 milliseconds
917     -95.0f0       408.75f0      850.0f0       726.0f0       1 second961 milliseconds
918     -80.0f0       392.67856f0   990.0f0       726.0f0       1 second954 milliseconds
919     -105.0f0      359.4643f0    825.0f0       726.0f0       1 second952 milliseconds
920     -85.0f0       388.70535f0   925.0f0       726.0f0       1 second974 milliseconds
921     -60.0f0       386.3393f0    855.0f0       726.0f0       1 second964 milliseconds
922     20.0f0        390.9375f0    895.0f0       726.0f0       1 second957 milliseconds
923     -25.0f0       395.58035f0   920.0f0       726.0f0       1 second962 milliseconds
924     -155.0f0      370.17856f0   900.0f0       726.0f0       1 second956 milliseconds
925     -35.0f0       394.7768f0    915.0f0       726.0f0       1 second959 milliseconds
926     -10.0f0       399.5982f0    980.0f0       726.0f0       1 second952 milliseconds
927     -90.0f0       420.26785f0   880.0f0       726.0f0       1 second980 milliseconds
928     -35.0f0       376.1607f0    1250.0f0      726.0f0       1 second965 milliseconds
929     -120.0f0      347.94644f0   820.0f0       726.0f0       1 second952 milliseconds
930     -30.0f0       385.49106f0   880.0f0       726.0f0       1 second976 milliseconds
931     -135.0f0      386.25f0      840.0f0       726.0f0       1 second960 milliseconds
932     -50.0f0       386.74106f0   820.0f0       726.0f0       1 second969 milliseconds
933     -85.0f0       387.76785f0   865.0f0       726.0f0       1 second939 milliseconds
934     5.0f0         391.0268f0    1055.0f0      726.0f0       1 second965 milliseconds
935     -10.0f0       371.60715f0   800.0f0       726.0f0       1 second962 milliseconds
936     -55.0f0       396.9643f0    1070.0f0      726.0f0       1 second953 milliseconds
937     -30.0f0       388.6607f0    975.0f0       726.0f0       1 second960 milliseconds
938     -155.0f0      378.6607f0    1105.0f0      726.0f0       1 second959 milliseconds
939     0.0f0         376.91965f0   785.0f0       726.0f0       1 second957 milliseconds
940     30.0f0        433.30356f0   1030.0f0      726.0f0       1 second948 milliseconds
941     -50.0f0       371.38394f0   915.0f0       726.0f0       1 second961 milliseconds
942     -50.0f0       392.76785f0   940.0f0       726.0f0       1 second958 milliseconds
943     -60.0f0       388.3482f0    1050.0f0      726.0f0       1 second983 milliseconds
944     -60.0f0       388.48215f0   900.0f0       726.0f0       1 second981 milliseconds
945     -65.0f0       397.4107f0    1005.0f0      726.0f0       1 second953 milliseconds
946     -90.0f0       401.875f0     1005.0f0      726.0f0       1 second963 milliseconds
947     -60.0f0       393.61606f0   945.0f0       726.0f0       1 second942 milliseconds
